employee_id,first_name,last_name,gender,birth_date,hire_date,termination_date,status,hotel_code,hotel_name,city,country,department_code,department_name,contract_type,hierarchy_level
EMP00103,Miguel,Garcia Morales,Male,2000-04-07,2022-09-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Permanent,Staff
EMP00104,Laura,Herrera Vargas,Female,1966-05-19,2024-01-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Temporary,Staff
EMP00105,Javier,Torres Vargas,Male,1993-04-16,2020-05-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Seasonal,Staff
EMP00106,Laura,Martinez Ramirez,Female,1997-08-15,2021-08-30,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Internship,Staff
EMP00107,Andres,Torres Vargas,Male,1989-02-20,2025-09-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Supervisor
EMP00108,Fernando,Ramirez Vargas,Male,1984-07-05,2024-06-21,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Permanent,Staff
EMP00109,Pedro,Martinez Martinez,Male,2007-04-05,2020-12-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Permanent,Supervisor
EMP00110,Javier,Ramirez Lopez,Male,2003-01-02,2024-08-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Temporary,Supervisor
EMP00111,Lucia,Sanchez Herrera,Female,1995-01-19,2022-07-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00112,Javier,Garcia Diaz,Male,1996-06-07,2020-04-28,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00113,Fernando,Martinez Sanchez,Male,1973-10-21,2020-05-05,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Seasonal,Supervisor
EMP00114,Carmen,Martinez Rodriguez,Female,1990-10-27,2021-09-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00115,Valentina,Romero Diaz,Female,2006-06-28,2022-06-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Manager
EMP00116,Sofia,Rodriguez Fernandez,Female,2008-04-01,2024-06-06,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff
EMP00117,Laura,Garcia Herrera,Female,2006-02-13,2024-10-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FN,Finance,Permanent,Staff
EMP00118,Carmen,Martinez Castro,Female,2002-01-01,2020-06-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff
EMP00119,Isabel,Torres Lopez,Female,1994-06-22,2024-07-17,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Supervisor
EMP00120,Laura,Fernandez Romero,Female,1985-12-22,2024-06-28,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Staff
EMP00121,Laura,Gonzalez Morales,Female,1997-03-01,2023-12-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Seasonal,Manager
EMP00122,Carlos,Perez Herrera,Male,1990-07-24,2025-03-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Supervisor
EMP00123,Valentina,Vargas Torres,Female,1981-10-17,2023-01-30,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff
EMP00124,Sofia,Martinez Martinez,Female,1993-05-20,2025-09-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Temporary,Staff
EMP00125,Jose,Ramirez Herrera,Male,1999-12-18,2025-08-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff
EMP00126,Maria,Rodriguez Fernandez,Female,1991-12-07,2024-11-28,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00127,Isabel,Ramirez Rodriguez,Female,1988-11-25,2023-10-02,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Seasonal,Staff
EMP00128,Andres,Sanchez Ramirez,Male,1985-08-10,2020-11-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff
EMP00129,Javier,Castro Ramirez,Male,1993-12-07,2021-06-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00130,Diego,Herrera Gonzalez,Male,1989-04-20,2022-07-16,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff
EMP00131,Camila,Rodriguez Ramirez,Female,2001-06-21,2021-06-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Supervisor
EMP00132,Maria,Vargas Rodriguez,Female,2002-10-24,2024-08-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00133,Pedro,Gonzalez Morales,Male,1992-09-13,2026-05-25,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Internship,Supervisor
EMP00134,Fernando,Perez Gonzalez,Male,2004-04-19,2021-07-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Temporary,Staff
EMP00135,Carlos,Torres Martinez,Male,1992-10-30,2021-10-18,2023-02-15,Involuntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FN,Finance,Permanent,Staff
EMP00136,Valentina,Morales Garcia,Female,1993-11-25,2024-08-26,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff
EMP00137,Ana,Ramirez Lopez,Female,2005-10-12,2023-10-05,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff
EMP00138,Valentina,Vargas Garcia,Female,2007-08-04,2020-11-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff
EMP00139,Sofia,Fernandez Torres,Female,1997-05-09,2021-05-14,2024-04-02,Involuntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,IT,Information Technology,Permanent,Staff
EMP00140,Andres,Garcia Fernandez,Male,1994-02-07,2021-08-11,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff
EMP00141,Carlos,Morales Martinez,Male,1982-11-24,2025-11-24,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Internship,Supervisor
EMP00142,Juan,Morales Martinez,Male,1981-05-19,2023-11-13,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff
EMP00143,Miguel,Vargas Herrera,Male,2006-02-27,2022-01-16,2023-03-31,Voluntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Temporary,Supervisor
EMP00144,Juan,Ramirez Torres,Male,1975-07-15,2025-10-12,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff
EMP00145,Ana,Ramirez Diaz,Female,1993-12-19,2021-05-24,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Permanent,Staff
EMP00146,Valentina,Morales Diaz,Female,1971-03-10,2020-12-04,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Supervisor
EMP00147,Laura,Ramirez Torres,Female,2000-10-26,2023-06-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Seasonal,Staff
EMP00148,Diego,Romero Diaz,Male,1984-06-28,2020-08-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Supervisor
EMP00149,Andres,Vargas Rodriguez,Male,2006-08-24,2021-06-01,2022-05-11,Voluntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Seasonal,Staff
EMP00150,Valentina,Morales Morales,Female,1987-11-20,2024-12-23,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Staff
