employee_id,first_name,last_name,gender,birth_date,hire_date,termination_date,status,hotel_code,hotel_name,city,country,department_code,department_name,contract_type,hierarchy_level,age,invalid_birth_date_flag,inactive_without_termination_flag
EMP00056,Valentina,Lopez Romero,Female,1997-09-16,2024-01-23,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,28,False,False
EMP00057,Camila,Herrera Vargas,Female,1978-10-23,2024-11-19,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Manager,47,False,False
EMP00058,Paula,Castro Ramirez,Female,1994-12-11,2020-04-27,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,31,False,False
EMP00059,Andres,Diaz Garcia,Male,1998-08-30,2025-10-17,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,27,False,False
EMP00060,Pedro,Vargas Garcia,Male,1996-07-06,2021-01-16,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Internship,Staff,29,False,False
EMP00061,Javier,Morales Romero,Male,2003-02-02,2026-03-04,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Manager,23,False,False
EMP00062,Jose,Lopez Gonzalez,Male,2006-10-06,2023-07-16,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Temporary,Staff,19,False,False
EMP00063,Camila,Torres Lopez,Female,1985-06-03,2022-03-06,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,41,False,False
EMP00064,Ana,Rodriguez Torres,Female,1989-10-13,2021-06-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HR,Human Resources,Temporary,Staff,36,False,False
EMP00065,Ana,Diaz Herrera,Female,2006-07-23,2021-04-12,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,19,False,False
EMP00066,Paula,Torres Martinez,Female,1983-07-30,2022-10-13,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,42,False,False
EMP00067,Valentina,Vargas Torres,Female,2004-04-21,2024-10-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,22,False,False
EMP00068,Lucia,Diaz Martinez,Female,2005-06-09,2021-10-05,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,21,False,False
EMP00069,Valentina,Torres Rodriguez,Female,1983-02-11,2022-08-06,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff,43,False,False
EMP00070,Paula,Gonzalez Romero,Female,1986-05-11,2021-04-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Manager,40,False,False
EMP00071,Andres,Torres Vargas,Male,1995-09-08,2021-05-24,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,30,False,False
EMP00072,Juan,Romero Ramirez,Male,1971-05-31,2022-10-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HR,Human Resources,Permanent,Staff,55,False,False
EMP00073,Sofia,Rodriguez Perez,Female,2000-07-20,2025-04-11,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Manager,25,False,False
EMP00074,Pedro,Morales Romero,Male,2002-06-20,2023-09-27,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,23,False,False
EMP00075,Fernando,Rodriguez Vargas,Male,1984-11-16,2020-12-26,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,41,False,False
EMP00076,Juan,Vargas Romero,Male,2004-09-28,2020-08-10,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Temporary,Staff,21,False,False
EMP00077,Jose,Diaz Sanchez,Male,1992-08-03,2023-03-25,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Internship,Staff,33,False,False
EMP00078,Luis,Garcia Romero,Male,1999-03-24,2021-01-16,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Seasonal,Staff,27,False,False
EMP00079,Javier,Diaz Romero,Male,1996-11-26,2025-05-30,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Staff,29,False,False
EMP00080,Miguel,Martinez Diaz,Male,2003-01-09,2024-08-26,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Seasonal,Staff,23,False,False
EMP00081,Pedro,Sanchez Vargas,Male,1963-09-06,2026-01-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,62,False,False
EMP00082,Fernando,Vargas Ramirez,Male,1990-11-12,2022-02-11,2026-05-14,Involuntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff,35,False,False
EMP00083,Pedro,Castro Castro,Male,1999-12-24,2021-09-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Temporary,Supervisor,26,False,False
EMP00084,Valentina,Lopez Vargas,Female,1994-01-26,2020-03-03,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,32,False,False
EMP00085,Laura,Ramirez Castro,Female,2001-02-10,2023-07-21,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Temporary,Staff,25,False,False
EMP00086,Lucia,Martinez Romero,Female,1988-05-18,2021-02-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Staff,38,False,False
EMP00087,Carmen,Morales Romero,Female,1992-03-10,2021-08-19,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Internship,Staff,34,False,False
EMP00088,Fernando,Fernandez Herrera,Male,1992-07-04,2021-08-09,2026-03-14,Voluntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HR,Human Resources,Internship,Staff,33,False,False
EMP00089,Pedro,Torres Perez,Male,2000-11-05,2020-10-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,25,False,False
EMP00090,Sofia,Gonzalez Castro,Female,2006-08-20,2025-06-02,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Manager,19,False,False
EMP00091,Ana,Castro Diaz,Female,1964-02-14,2020-02-03,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Temporary,Staff,62,False,False
EMP00092,Lucia,Diaz Sanchez,Female,1965-12-06,2021-02-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Seasonal,Supervisor,60,False,False
EMP00093,Sofia,Ramirez Romero,Female,1997-09-27,2021-12-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HR,Human Resources,Permanent,Staff,28,False,False
EMP00094,Nico,Herrera Torres,Non Binary,1993-02-15,2023-10-19,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,33,False,False
EMP00095,Fernando,Morales Martinez,Male,1981-12-04,2024-06-04,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Staff,44,False,False
EMP00096,Andres,Castro Morales,Male,1970-12-25,2021-03-19,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,55,False,False
EMP00097,Laura,Vargas Torres,Female,1997-10-01,2024-07-30,2025-04-27,Voluntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Supervisor,28,False,False
EMP00098,Javier,Sanchez Castro,Male,1984-03-23,2025-02-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Internship,Staff,42,False,False
EMP00099,Pedro,Romero Diaz,Male,2002-12-07,2020-05-14,2024-07-27,Involuntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Temporary,Staff,23,False,False
EMP00100,Javier,Morales Rodriguez,Male,1996-07-06,2024-06-18,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HR,Human Resources,Temporary,Staff,29,False,False
EMP00101,Juan,Rodriguez Ramirez,Male,1990-08-31,2022-09-24,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Permanent,Manager,35,False,False
EMP00102,Jose,Ramirez Sanchez,Male,1998-03-13,2020-01-12,2020-05-27,Retirement,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,IT,Information Technology,Permanent,Staff,28,False,False
EMP00103,Miguel,Garcia Morales,Male,2000-04-07,2022-09-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Permanent,Staff,26,False,False
EMP00104,Laura,Herrera Vargas,Female,1966-05-19,2024-01-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Temporary,Staff,60,False,False
EMP00105,Javier,Torres Vargas,Male,1993-04-16,2020-05-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Seasonal,Staff,33,False,False
EMP00106,Laura,Martinez Ramirez,Female,1997-08-15,2021-08-30,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Internship,Staff,28,False,False
EMP00107,Andres,Torres Vargas,Male,1989-02-20,2025-09-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Supervisor,37,False,False
EMP00108,Fernando,Ramirez Vargas,Male,1984-07-05,2024-06-21,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SW,Spa & Wellness,Permanent,Staff,41,False,False
EMP00109,Pedro,Martinez Martinez,Male,2007-04-05,2020-12-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Permanent,Supervisor,19,False,False
EMP00110,Javier,Ramirez Lopez,Male,2003-01-02,2024-08-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Temporary,Supervisor,23,False,False
EMP00111,Lucia,Sanchez Herrera,Female,1995-01-19,2022-07-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,31,False,False
EMP00112,Javier,Garcia Diaz,Male,1996-06-07,2020-04-28,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,30,False,False
EMP00113,Fernando,Martinez Sanchez,Male,1973-10-21,2020-05-05,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Seasonal,Supervisor,52,False,False
EMP00114,Carmen,Martinez Rodriguez,Female,1990-10-27,2021-09-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,35,False,False
EMP00115,Valentina,Romero Diaz,Female,2006-06-28,2022-06-01,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Manager,19,False,False
EMP00116,Sofia,Rodriguez Fernandez,Female,2008-04-01,2024-06-06,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,18,False,False
EMP00117,Laura,Garcia Herrera,Female,2006-02-13,2024-10-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FN,Finance,Permanent,Staff,20,False,False
EMP00118,Carmen,Martinez Castro,Female,2002-01-01,2020-06-22,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,24,False,False
EMP00119,Isabel,Torres Lopez,Female,1994-06-22,2024-07-17,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Supervisor,31,False,False
EMP00120,Laura,Fernandez Romero,Female,1985-12-22,2024-06-28,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Staff,40,False,False
EMP00121,Laura,Gonzalez Morales,Female,1997-03-01,2023-12-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Seasonal,Manager,29,False,False
EMP00122,Carlos,Perez Herrera,Male,1990-07-24,2025-03-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SC,Security,Permanent,Supervisor,35,False,False
EMP00123,Valentina,Vargas Torres,Female,1981-10-17,2023-01-30,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff,44,False,False
EMP00124,Sofia,Martinez Martinez,Female,1993-05-20,2025-09-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Temporary,Staff,33,False,False
EMP00125,Jose,Ramirez Herrera,Male,1999-12-18,2025-08-15,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Staff,26,False,False
EMP00126,Maria,Rodriguez Fernandez,Female,1991-12-07,2024-11-28,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,34,False,False
EMP00127,Isabel,Ramirez Rodriguez,Female,1988-11-25,2023-10-02,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Seasonal,Staff,37,False,False
EMP00128,Andres,Sanchez Ramirez,Male,1985-08-10,2020-11-29,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,40,False,False
EMP00129,Javier,Castro Ramirez,Male,1993-12-07,2021-06-07,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,32,False,False
EMP00130,Diego,Herrera Gonzalez,Male,1989-04-20,2022-07-16,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,37,False,False
EMP00131,Camila,Rodriguez Ramirez,Female,2001-06-21,2021-06-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,HK,Housekeeping,Permanent,Supervisor,24,False,False
EMP00132,Maria,Vargas Rodriguez,Female,2002-10-24,2024-08-09,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,23,False,False
EMP00133,Pedro,Gonzalez Morales,Male,1992-09-13,2026-05-25,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Internship,Supervisor,33,False,False
EMP00134,Fernando,Perez Gonzalez,Male,2004-04-19,2021-07-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,SM,Sales & Marketing,Temporary,Staff,22,False,False
EMP00135,Carlos,Torres Martinez,Male,1992-10-30,2021-10-18,2023-02-15,Involuntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FN,Finance,Permanent,Staff,33,False,False
EMP00136,Valentina,Morales Garcia,Female,1993-11-25,2024-08-26,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FB,Food & Beverage,Permanent,Staff,32,False,False
EMP00137,Ana,Ramirez Lopez,Female,2005-10-12,2023-10-05,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff,20,False,False
EMP00138,Valentina,Vargas Garcia,Female,2007-08-04,2020-11-20,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,FD,Front Desk,Permanent,Staff,18,False,False
EMP00139,Sofia,Fernandez Torres,Female,1997-05-09,2021-05-14,2024-04-02,Involuntary Termination,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,IT,Information Technology,Permanent,Staff,29,False,False
EMP00140,Andres,Garcia Fernandez,Male,1994-02-07,2021-08-11,,Active,HES001,GlobalStay Palma Resort,Palma de Mallorca,Spain,MT,Maintenance,Permanent,Staff,32,False,False
